;BLOCK;CORRECT_ANS;KEY_PRESSED;SPEED;TIME;TRIAL
8;3.0;1.0;q;0.65;0.15888738632202148;8.0
9;3.0;0.0;d;0.65;0.31032776832580566;9.0
0;4.0;0.0;q;0.65;0.6192967891693115;0.0
1;4.0;2.0;m;0.65;0.5326969623565674;1.0
2;4.0;3.0;k;0.65;0.5184879302978516;2.0
3;4.0;1.0;d;0.65;0.22409892082214355;3.0
4;4.0;3.0;d;0.65;0.5235657691955566;4.0
5;4.0;1.0;m;0.65;0.23257207870483398;5.0
6;4.0;3.0;q;0.65;0.32566332817077637;6.0
7;4.0;2.0;k;0.65;0.4705390930175781;7.0
8;4.0;3.0;d;0.65;0.572171688079834;8.0
9;4.0;0.0;k;0.65;0.20027828216552734;9.0
0;4.0;1.0;m;0.65;0.20212626457214355;0.0
1;4.0;2.0;q;0.65;0.23737621307373047;1.0
2;4.0;0.0;k;0.65;0.27185964584350586;2.0
3;4.0;2.0;d;0.65;0.20656824111938477;3.0
4;4.0;1.0;k;0.65;0.22907018661499023;4.0
5;4.0;2.0;TIME_ELAPSED;0.65;0.65;5.0
6;4.0;3.0;d;0.65;-0.018114328384399414;6.0
7;4.0;1.0;d;0.65;0.616126298904419;7.0
8;4.0;3.0;m;0.65;0.6053881645202637;8.0
9;4.0;1.0;q;0.65;0.5821552276611328;9.0
0;5.0;0.0;q;0.65;0.5106086730957031;0.0
1;5.0;3.0;m;0.65;0.5985767841339111;1.0
2;5.0;2.0;k;0.65;0.5071604251861572;2.0
3;5.0;1.0;d;0.65;0.3980443477630615;3.0
4;5.0;2.0;q;0.65;0.3662889003753662;4.0
5;5.0;0.0;m;0.65;0.3984649181365967;5.0
6;5.0;3.0;k;0.65;0.2894878387451172;6.0
7;5.0;2.0;d;0.65;0.15891003608703613;7.0
8;5.0;1.0;TIME_ELAPSED;0.65;0.65;8.0
9;5.0;0.0;q;0.65;-0.019992351531982422;9.0
0;5.0;0.0;m;0.65;0.49541687965393066;0.0
1;5.0;3.0;q;0.65;0.17126154899597168;1.0
2;5.0;2.0;k;0.65;0.27442216873168945;2.0
3;5.0;1.0;d;0.65;0.24599695205688477;3.0
4;5.0;2.0;k;0.65;0.20093321800231934;4.0
5;5.0;0.0;d;0.65;0.1371304988861084;5.0
6;5.0;3.0;q;0.65;0.5355484485626221;6.0
7;5.0;2.0;m;0.65;0.14459919929504395;7.0
8;5.0;1.0;d;0.65;0.14928841590881348;8.0
9;5.0;0.0;TIME_ELAPSED;0.65;0.65;9.0
0;6.0;0.0;q;0.65;0.5215904712677002;0.0
1;6.0;3.0;m;0.65;0.47969579696655273;1.0
2;6.0;2.0;k;0.65;0.4625556468963623;2.0
3;6.0;1.0;d;0.65;0.3751256465911865;3.0
4;6.0;2.0;q;0.65;0.3879539966583252;4.0
5;6.0;0.0;m;0.65;0.36760926246643066;5.0
6;6.0;3.0;d;0.65;0.32390832901000977;6.0
7;6.0;2.0;k;0.65;0.2084047794342041;7.0
8;6.0;1.0;d;0.65;0.14713573455810547;8.0
9;6.0;0.0;q;0.65;0.38957953453063965;9.0
0;6.0;0.0;m;0.65;0.30010342597961426;0.0
1;6.0;3.0;d;0.65;0.3792400360107422;1.0
2;6.0;2.0;m;0.65;0.3173701763153076;2.0
3;6.0;1.0;k;0.65;0.2721424102783203;3.0
4;6.0;2.0;q;0.65;0.1657857894897461;4.0
5;6.0;0.0;k;0.65;0.3235042095184326;5.0
6;6.0;3.0;d;0.65;0.1564464569091797;6.0
7;6.0;2.0;m;0.65;0.30640482902526855;7.0
8;6.0;1.0;q;0.65;0.12936091423034668;8.0
9;6.0;0.0;d;0.65;0.4980127811431885;9.0
